tanggal_update,tanggal_update_api,kabupaten_kota,icu_tanpa_tekanan_negatif_dengan_ventilator_tersedia,icu_tanpa_tekanan_negatif_dengan_ventilator_terpakai,icu_tanpa_tekanan_negatif_tanpa_ventilator_tersedia,icu_tanpa_tekanan_negatif_tanpa_ventilator_terpakai,icu_tekanan_negatif_dengan_ventilator_tersedia,icu_tekanan_negatif_dengan_ventilator_terpakai,icu_tekanan_negatif_tanpa_ventilator_tersedia,icu_tekanan_negatif_tanpa_ventilator_terpakai,isolasi_tanpa_tekanan_negatif_tersedia,isolasi_tanpa_tekanan_negatif_terpakai,isolasi_tekanan_negatif_tersedia,isolasi_tekanan_negatif_terpakai,total_icu_covid_tersedia,total_icu_covid_terpakai,total_isolasi_covid_tersedia,total_isolasi_covid_terpakai,nicu_covid_tersedia,nicu_covid_terpakai,picu_covid_tersedia,picu_covid_terpakai,tersedia_all,terpakai_all,bor_percent,igd_covid_tersedia,igd_covid_terpakai,vk_covid_tersedia,vk_covid_terpakai,tersedia_h_k_m,terpakai_h_k_m,bor_percent_h_k_m,id
2020-10-06 00:00:00,,Bandung,0,0,0,0,10,9,0,0,58,40,15,10,10,9,73,50,0,0,0,0,83,59,39.91125,0,0,0,0,83,59,39.91125,1
2020-10-06 00:00:00,,Bandung Barat,3,0,3,0,7,0,0,0,60,2,13,5,13,0,73,7,0,0,0,0,86,7,5.5775,0,0,0,0,80,7,5.7075,2
2020-10-06 00:00:00,,Bekasi,17,5,6,1,12,3,6,5,382,218,140,99,41,14,522,317,2,1,0,0,565,332,32.2512244897959,0,0,0,0,534,320,32.3859183673469,3
2020-10-06 00:00:00,,Bogor,6,0,8,1,36,23,3,1,383,269,257,176,53,25,640,445,3,0,0,0,696,470,43.694,0,0,0,0,676,468,44.789,4
2020-10-06 00:00:00,,Ciamis,1,0,6,0,0,0,1,0,14,5,3,2,8,0,17,7,0,0,0,0,25,7,10.0,0,0,0,0,17,7,10.0,5
2020-10-06 00:00:00,,Cianjur,0,0,20,6,1,0,1,0,68,47,16,7,22,6,84,54,0,0,0,0,106,60,37.738,0,0,0,0,85,54,42.58,6
2020-10-06 00:00:00,,Cirebon,5,1,3,2,5,0,7,7,79,67,78,57,20,10,157,124,0,0,0,0,177,134,53.12,0,0,0,0,162,124,54.165,7
2020-10-06 00:00:00,,Garut,8,5,0,0,0,0,0,0,54,25,7,1,8,5,61,26,0,0,0,0,69,31,11.31,0,0,0,0,61,26,11.0616666666667,8
2020-10-06 00:00:00,,Indramayu,0,0,7,0,2,1,4,2,39,23,8,4,13,3,47,27,0,0,0,0,60,30,16.3109090909091,0,0,0,0,49,28,15.1745454545455,9
2020-10-06 00:00:00,,Karawang,0,0,0,0,12,3,6,2,89,58,211,35,18,5,300,93,2,0,2,0,322,98,19.4158333333333,0,0,0,0,312,96,19.66125,10
2020-10-06 00:00:00,,Kota Bandung,19,3,13,8,38,24,0,0,381,225,184,119,70,35,565,344,0,0,0,0,635,379,34.4811428571429,0,0,0,0,603,368,35.1905714285714,11
2020-10-06 00:00:00,,Kota Banjar,0,0,0,0,2,0,0,0,34,9,5,2,2,0,39,11,0,0,0,0,41,11,8.94333333333333,0,0,0,0,41,11,8.94333333333333,12
2020-10-06 00:00:00,,Kota Bekasi,13,9,33,3,42,22,46,31,229,131,617,494,134,65,846,625,6,0,6,3,992,693,40.5291304347826,0,0,0,0,888,647,42.0602173913043,13
2020-10-06 00:00:00,,Kota Bogor,2,2,0,0,11,7,2,0,191,104,148,83,15,9,339,187,0,0,0,0,354,196,36.8104761904762,0,0,0,0,350,194,36.8419047619048,14
2020-10-06 00:00:00,,Kota Cimahi,17,9,0,0,4,2,0,0,103,53,6,6,21,11,109,59,1,0,1,0,132,70,24.2314285714286,0,0,0,0,113,61,15.5914285714286,15
2020-10-06 00:00:00,,Kota Cirebon,1,0,0,0,6,1,0,0,72,30,70,37,7,1,142,67,0,0,0,0,149,68,14.02,0,0,0,0,148,68,14.02,16
2020-10-06 00:00:00,,Kota Depok,5,2,6,5,16,14,12,7,312,234,162,106,39,28,474,340,0,0,0,0,513,368,45.2158333333333,0,0,0,0,490,354,45.5679166666667,17
2020-10-06 00:00:00,,Kota Sukabumi,4,0,0,0,3,1,1,0,70,27,7,1,8,1,77,28,0,0,0,0,85,29,24.6533333333333,0,0,0,0,80,29,24.8233333333333,18
2020-10-06 00:00:00,,Kota Tasikmalaya,0,0,0,0,1,0,0,0,52,37,12,12,1,0,64,49,0,0,0,0,65,49,19.1325,0,0,0,0,65,49,19.1325,19
2020-10-06 00:00:00,,Kuningan,0,0,0,0,2,2,0,0,20,10,38,22,2,2,58,32,0,0,0,0,60,34,12.0,0,0,0,0,60,34,12.0,20
2020-10-06 00:00:00,,Majalengka,0,0,0,0,0,0,0,0,3,3,14,6,0,0,17,9,0,0,0,0,17,9,23.142,0,0,0,0,17,9,23.142,21
2020-10-06 00:00:00,,Pangandaran,0,0,0,0,6,0,3,0,10,0,0,0,9,0,10,0,0,0,0,0,19,0,0.0,0,0,0,0,16,0,0.0,22
2020-10-06 00:00:00,,Purwakarta,1,0,1,0,8,8,0,0,40,41,42,40,10,8,82,81,0,0,0,0,92,89,42.28,0,0,0,0,90,89,44.8772727272727,23
2020-10-06 00:00:00,,Subang,0,0,0,0,3,0,2,0,45,8,8,0,5,0,53,8,0,0,0,0,58,8,1.96125,0,0,0,0,56,8,2.04125,24
2020-10-06 00:00:00,,Sukabumi,2,1,2,0,6,1,0,0,63,41,73,40,10,2,136,81,5,1,0,0,151,84,46.11875,0,0,0,0,142,82,46.45125,25
2020-10-06 00:00:00,,Sumedang,0,0,0,0,0,0,0,0,44,4,12,1,0,0,56,5,0,0,0,0,56,5,2.97666666666667,0,0,0,0,56,5,2.97666666666667,26
2020-10-06 00:00:00,,Tasikmalaya,0,0,0,0,1,0,0,0,4,0,15,8,1,0,19,8,0,0,0,0,20,8,20.0,0,0,0,0,20,8,20.0,27
2020-10-07 00:00:00,,Bandung,0,0,0,0,10,9,0,0,58,37,15,8,10,9,73,45,0,0,0,0,83,54,37.75125,0,0,0,0,83,54,37.75125,28
2020-10-07 00:00:00,,Bandung Barat,3,0,3,0,7,0,0,0,60,3,13,5,13,0,73,8,0,0,0,0,86,8,5.915,0,0,0,0,80,8,6.11125,29
2020-10-07 00:00:00,,Bekasi,20,5,6,1,13,4,11,8,393,215,142,91,50,18,535,306,2,1,0,0,587,325,30.7957142857143,0,0,0,0,548,310,31.075306122449,30
2020-10-07 00:00:00,,Bogor,7,0,8,1,36,19,3,1,380,272,229,166,54,21,609,438,3,0,0,0,666,459,41.7233333333333,0,0,0,0,645,457,42.7516666666667,31
2020-10-07 00:00:00,,Ciamis,1,0,6,0,0,0,1,0,14,5,3,2,8,0,17,7,0,0,0,0,25,7,10.0,0,0,0,0,17,7,10.0,32
2020-10-07 00:00:00,,Cianjur,0,0,20,6,1,1,1,1,88,46,18,10,22,8,106,56,0,0,0,0,128,64,41.576,0,0,0,0,107,57,42.63,33
2020-10-07 00:00:00,,Cirebon,5,2,3,2,4,0,8,8,79,66,78,45,20,12,157,111,0,0,0,0,177,123,51.5558333333333,0,0,0,0,161,111,52.555,34
2020-10-07 00:00:00,,Garut,8,5,0,0,0,0,0,0,54,25,7,1,8,5,61,26,0,0,0,0,69,31,11.31,0,0,0,0,61,26,11.0616666666667,35
2020-10-07 00:00:00,,Indramayu,0,0,7,0,2,1,4,2,39,26,8,4,13,3,47,30,0,0,0,0,60,33,18.4090909090909,0,0,0,0,49,31,17.2727272727273,36
2020-10-07 00:00:00,,Karawang,0,0,0,0,12,2,6,2,93,63,233,30,18,4,326,93,2,0,2,0,348,97,19.7020833333333,0,0,0,0,338,95,19.9475,37
2020-10-07 00:00:00,,Kota Bandung,19,2,11,8,38,23,0,0,397,225,181,113,68,33,578,338,0,0,0,0,646,371,34.7265714285714,0,0,0,0,616,361,35.0274285714286,38
2020-10-07 00:00:00,,Kota Banjar,0,0,0,0,2,0,0,0,34,7,5,3,2,0,39,10,0,0,0,0,41,10,8.13,0,0,0,0,41,10,8.13,39
2020-10-07 00:00:00,,Kota Bekasi,13,7,33,3,44,21,49,38,229,137,633,504,139,69,862,641,6,2,6,2,1013,714,41.5515217391304,0,0,0,0,906,662,42.694347826087,40
2020-10-07 00:00:00,,Kota Bogor,3,1,0,0,11,5,2,0,191,107,148,85,16,6,339,192,0,0,0,0,355,198,37.1014285714286,0,0,0,0,350,197,37.4828571428571,41
2020-10-07 00:00:00,,Kota Cimahi,17,9,0,0,4,4,0,0,103,52,6,6,21,13,109,58,1,0,1,0,132,71,24.4242857142857,0,0,0,0,113,62,15.8157142857143,42
2020-10-07 00:00:00,,Kota Cirebon,1,0,0,0,6,0,0,0,72,35,70,41,7,0,142,76,0,0,0,0,149,76,21.9645454545455,0,0,0,0,148,76,23.2636363636364,43
2020-10-07 00:00:00,,Kota Depok,8,3,6,5,16,14,12,7,320,243,162,111,42,29,482,354,0,0,0,0,524,383,50.0104166666667,0,0,0,0,498,368,50.3454166666667,44
2020-10-07 00:00:00,,Kota Sukabumi,4,0,0,0,3,2,1,0,71,28,7,1,8,2,78,29,0,0,0,0,86,31,25.0,0,0,0,0,81,31,25.1766666666667,45
2020-10-07 00:00:00,,Kota Tasikmalaya,0,0,0,0,1,0,0,0,52,37,12,12,1,0,64,49,0,0,0,0,65,49,19.1325,0,0,0,0,65,49,19.1325,46
2020-10-07 00:00:00,,Kuningan,0,0,0,0,2,2,0,0,20,11,38,20,2,2,58,31,0,0,0,0,60,33,11.8181818181818,0,0,0,0,60,33,11.8181818181818,47
2020-10-07 00:00:00,,Majalengka,0,0,0,0,0,0,0,0,3,3,14,5,0,0,17,8,0,0,0,0,17,8,20.286,0,0,0,0,17,8,20.286,48
2020-10-07 00:00:00,,Pangandaran,0,0,0,0,6,0,3,0,10,0,0,0,9,0,10,0,0,0,0,0,19,0,0.0,0,0,0,0,16,0,0.0,49
2020-10-07 00:00:00,,Purwakarta,1,0,1,0,8,8,2,2,50,37,56,43,12,10,106,80,0,0,0,0,118,90,33.77,0,0,0,0,114,88,36.22,50
2020-10-07 00:00:00,,Subang,0,0,0,0,3,1,2,1,45,8,8,0,5,2,53,8,0,0,0,0,58,10,2.45125,0,0,0,0,56,9,2.29625,51
2020-10-07 00:00:00,,Sukabumi,2,0,2,0,6,3,0,0,63,37,73,35,10,3,136,72,5,1,0,0,151,76,39.02625,0,0,0,0,142,75,40.445,52
2020-10-07 00:00:00,,Sumedang,0,0,0,0,0,0,0,0,44,3,12,1,0,0,56,4,0,0,0,0,56,4,2.38,0,0,0,0,56,4,2.38,53
2020-10-07 00:00:00,,Tasikmalaya,0,0,0,0,1,0,0,0,4,0,15,8,1,0,19,8,0,0,0,0,20,8,20.0,0,0,0,0,20,8,20.0,54
2020-10-08 00:00:00,,Bandung,0,0,0,0,10,7,0,0,58,38,15,7,10,7,73,45,0,0,0,0,83,52,35.16125,0,0,0,0,83,52,35.16125,55
2020-10-08 00:00:00,,Bandung Barat,3,0,3,0,7,0,0,0,62,4,13,5,13,0,75,9,0,0,0,0,88,9,5.64125,0,0,0,0,82,9,5.9025,56
2020-10-08 00:00:00,,Bekasi,21,6,6,1,13,4,11,7,406,222,142,93,51,18,548,315,2,1,0,0,601,334,32.1857142857143,0,0,0,0,561,319,32.4491836734694,57
2020-10-08 00:00:00,,Bogor,9,0,8,1,36,19,3,1,378,255,255,192,56,21,633,447,3,0,0,0,692,468,44.1786666666667,0,0,0,0,669,466,45.4346666666667,58
2020-10-08 00:00:00,,Ciamis,1,0,6,0,0,0,1,0,14,6,3,0,8,0,17,6,0,0,0,0,25,6,8.572,0,0,0,0,17,6,8.572,59
2020-10-08 00:00:00,,Cianjur,0,0,20,6,1,1,1,1,88,58,18,11,22,8,106,69,0,0,0,0,128,77,45.272,0,0,0,0,107,70,47.27,60
2020-10-08 00:00:00,,Cirebon,5,2,3,2,4,0,8,8,79,61,78,40,20,12,157,101,0,0,0,0,177,113,49.6133333333333,0,0,0,0,161,101,50.5308333333333,61
2020-10-08 00:00:00,,Garut,8,5,0,0,0,0,0,0,54,25,7,1,8,5,61,26,0,0,0,0,69,31,11.31,0,0,0,0,61,26,11.0616666666667,62
2020-10-08 00:00:00,,Indramayu,0,0,7,0,2,1,4,2,39,20,8,4,13,3,47,24,0,0,0,0,60,27,15.6818181818182,0,0,0,0,49,25,14.5454545454545,63
2020-10-08 00:00:00,,Karawang,0,0,0,0,12,2,6,1,101,65,235,29,18,3,336,94,2,0,2,0,358,97,17.6033333333333,0,0,0,0,348,96,17.9908333333333,64
2020-10-08 00:00:00,,Kota Bandung,19,2,9,4,38,26,0,0,394,230,185,115,66,32,579,345,0,0,0,0,645,377,33.5342857142857,0,0,0,0,617,371,34.2508571428571,65
2020-10-08 00:00:00,,Kota Banjar,0,0,0,0,2,0,0,0,34,3,5,1,2,0,39,4,0,0,0,0,41,4,3.25333333333333,0,0,0,0,41,4,3.25333333333333,66
2020-10-08 00:00:00,,Kota Bekasi,13,6,33,3,46,20,44,33,237,155,630,499,136,62,867,654,6,0,6,3,1015,719,41.6165217391304,0,0,0,0,913,674,42.8760869565217,67
2020-10-08 00:00:00,,Kota Bogor,3,2,0,0,11,7,2,1,191,103,148,75,16,10,339,178,0,0,0,0,355,188,36.347619047619,0,0,0,0,350,185,36.307619047619,68
2020-10-08 00:00:00,,Kota Cimahi,12,0,5,5,4,3,0,0,103,60,6,4,21,8,109,64,1,0,1,0,132,72,21.2542857142857,0,0,0,0,113,67,17.1728571428571,69
2020-10-08 00:00:00,,Kota Cirebon,1,0,0,0,6,0,0,0,70,45,70,39,7,0,140,84,0,0,0,0,147,84,32.5581818181818,0,0,0,0,146,84,33.8572727272727,70
2020-10-08 00:00:00,,Kota Depok,8,3,6,4,16,15,12,7,317,245,162,111,42,29,479,356,0,0,0,0,521,385,51.8858333333333,0,0,0,0,495,371,53.31875,71
2020-10-08 00:00:00,,Kota Sukabumi,4,0,0,0,3,2,1,0,71,25,7,1,8,2,78,26,0,0,0,0,86,28,23.9583333333333,0,0,0,0,81,28,24.1133333333333,72
2020-10-08 00:00:00,,Kota Tasikmalaya,0,0,0,0,1,0,0,0,52,37,12,10,1,0,64,47,0,0,0,0,65,47,17.2808333333333,0,0,0,0,65,47,17.2808333333333,73
2020-10-08 00:00:00,,Kuningan,0,0,0,0,2,2,0,0,35,9,38,26,2,2,73,35,0,0,0,0,75,37,8.0,0,0,0,0,75,37,8.0,74
2020-10-08 00:00:00,,Majalengka,0,0,0,0,0,0,0,0,3,3,14,6,0,0,17,9,0,0,0,0,17,9,23.142,0,0,0,0,17,9,23.142,75
2020-10-08 00:00:00,,Pangandaran,0,0,0,0,6,0,3,0,10,0,0,0,9,0,10,0,0,0,0,0,19,0,0.0,0,0,0,0,16,0,0.0,76
2020-10-08 00:00:00,,Purwakarta,1,0,1,0,8,8,2,2,50,35,56,44,12,10,106,79,0,0,0,0,118,89,33.6972727272727,0,0,0,0,114,87,36.1472727272727,77
2020-10-08 00:00:00,,Subang,0,0,0,0,3,1,2,1,45,8,8,0,5,2,53,8,0,0,0,0,58,10,2.45125,0,0,0,0,56,9,2.29625,78
2020-10-08 00:00:00,,Sukabumi,2,0,3,1,5,5,0,0,63,28,73,32,10,6,136,60,5,0,0,0,151,66,34.8525,0,0,0,0,141,65,35.82375,79
2020-10-08 00:00:00,,Sumedang,0,0,0,0,0,0,0,0,44,3,12,2,0,0,56,5,0,0,0,0,56,5,2.97666666666667,0,0,0,0,56,5,2.97666666666667,80
2020-10-08 00:00:00,,Tasikmalaya,0,0,0,0,1,0,0,0,4,0,15,10,1,0,19,10,0,0,0,0,20,10,25.0,0,0,0,0,20,10,25.0,81
2020-10-09 00:00:00,,Bandung,0,0,0,0,10,6,0,0,58,38,15,6,10,6,73,44,0,0,0,0,83,50,35.425,0,0,0,0,83,50,35.425,82
2020-10-09 00:00:00,,Bandung Barat,3,0,3,0,7,0,0,0,62,7,13,5,13,0,75,12,0,0,0,0,88,12,6.655,0,0,0,0,82,12,7.1125,83
2020-10-09 00:00:00,,Bekasi,20,5,7,3,13,4,11,6,406,221,142,95,51,18,548,316,2,1,0,0,601,335,31.605306122449,0,0,0,0,561,320,31.9110204081633,84
2020-10-09 00:00:00,,Bogor,6,0,8,1,36,19,3,1,378,246,255,185,53,21,633,431,3,0,0,0,689,452,43.5973333333333,0,0,0,0,669,450,44.657,85
2020-10-09 00:00:00,,Ciamis,1,0,6,0,0,0,1,0,14,6,3,0,8,0,17,6,0,0,0,0,25,6,8.572,0,0,0,0,17,6,8.572,86
2020-10-09 00:00:00,,Cianjur,0,0,20,4,1,1,1,1,88,53,18,11,22,6,106,64,0,0,0,0,128,70,43.564,0,0,0,0,107,65,45.656,87
2020-10-09 00:00:00,,Cirebon,5,2,3,1,5,0,7,7,79,42,78,33,20,10,157,75,0,0,0,0,177,85,35.2358333333333,0,0,0,0,162,75,34.1758333333333,88
2020-10-09 00:00:00,,Garut,8,5,0,0,0,0,0,0,54,25,7,1,8,5,61,26,0,0,0,0,69,31,11.31,0,0,0,0,61,26,11.0616666666667,89
2020-10-09 00:00:00,,Indramayu,0,0,7,0,2,1,4,2,39,22,8,4,13,3,47,26,0,0,0,0,60,29,16.5909090909091,0,0,0,0,49,27,15.4545454545455,90
2020-10-09 00:00:00,,Karawang,0,0,0,0,12,2,6,0,117,94,238,31,18,2,355,125,2,0,2,0,377,127,14.8695833333333,0,0,0,0,367,127,15.3558333333333,91
2020-10-09 00:00:00,,Kota Bandung,26,7,14,13,31,20,0,0,394,231,185,113,71,40,579,344,0,0,0,0,650,384,34.6005714285714,0,0,0,0,610,364,35.0225714285714,92
2020-10-09 00:00:00,,Kota Banjar,0,0,0,0,2,0,0,0,34,1,5,1,2,0,39,2,0,0,0,0,41,2,1.62666666666667,0,0,0,0,41,2,1.62666666666667,93
2020-10-09 00:00:00,,Kota Bekasi,13,5,33,3,46,21,44,32,239,155,630,484,136,61,869,639,6,3,6,1,1017,704,40.9026086956522,0,0,0,0,915,660,42.2486956521739,94
2020-10-09 00:00:00,,Kota Bogor,3,2,0,0,11,8,2,1,191,108,148,72,16,11,339,180,0,0,0,0,355,191,37.5366666666667,0,0,0,0,350,188,37.4547619047619,95
2020-10-09 00:00:00,,Kota Cimahi,12,0,5,5,4,3,0,0,103,59,6,3,21,8,109,62,1,0,1,0,132,70,20.6471428571429,0,0,0,0,113,65,16.5657142857143,96
2020-10-09 00:00:00,,Kota Cirebon,2,1,0,0,6,0,0,0,69,44,70,46,8,1,139,90,0,0,0,0,147,91,32.5090909090909,0,0,0,0,145,90,33.4581818181818,97
2020-10-09 00:00:00,,Kota Depok,8,3,6,4,16,14,12,8,352,257,162,103,42,29,514,360,0,0,0,0,556,389,47.1829166666667,0,0,0,0,530,374,47.4679166666667,98
2020-10-09 00:00:00,,Kota Sukabumi,4,0,0,0,3,2,1,0,71,25,7,1,8,2,78,26,0,0,0,0,86,28,23.9583333333333,0,0,0,0,81,28,24.1133333333333,99
2020-10-09 00:00:00,,Kota Tasikmalaya,0,0,0,0,1,0,0,0,52,44,12,10,1,0,64,54,0,0,0,0,65,54,25.9541666666667,0,0,0,0,65,54,25.9541666666667,100
2020-10-09 00:00:00,,Kuningan,0,0,0,0,2,0,0,0,35,9,38,22,2,0,73,31,0,0,0,0,75,31,6.72727272727273,0,0,0,0,75,31,6.72727272727273,101
2020-10-09 00:00:00,,Majalengka,0,0,0,0,0,0,0,0,3,3,14,4,0,0,17,7,0,0,0,0,17,7,17.428,0,0,0,0,17,7,17.428,102
2020-10-09 00:00:00,,Pangandaran,0,0,0,0,6,0,3,0,10,0,0,0,9,0,10,0,0,0,0,0,19,0,0.0,0,0,0,0,16,0,0.0,103
2020-10-09 00:00:00,,Purwakarta,1,0,1,0,8,8,2,1,50,36,56,49,12,9,106,85,0,0,0,0,118,94,31.5463636363636,0,0,0,0,114,93,32.7127272727273,104
2020-10-09 00:00:00,,Subang,0,0,0,0,3,1,2,2,45,9,8,0,5,3,53,9,0,0,0,0,58,12,2.94125,0,0,0,0,56,10,2.55125,105
2020-10-09 00:00:00,,Sukabumi,2,0,3,1,5,4,0,0,63,26,73,37,10,5,136,63,5,1,0,0,151,69,39.875,0,0,0,0,141,67,40.615,106
2020-10-09 00:00:00,,Sumedang,0,0,0,0,0,0,0,0,44,3,12,2,0,0,56,5,0,0,0,0,56,5,2.97666666666667,0,0,0,0,56,5,2.97666666666667,107
2020-10-09 00:00:00,,Tasikmalaya,0,0,0,0,1,0,0,0,4,0,15,11,1,0,19,11,0,0,0,0,20,11,27.5,0,0,0,0,20,11,27.5,108
2020-10-10 00:00:00,,Bandung,0,0,0,0,10,5,0,0,58,38,15,6,10,5,73,44,0,0,0,0,83,49,35.09625,0,0,0,0,83,49,35.09625,109
2020-10-10 00:00:00,,Bandung Barat,3,0,3,0,7,0,0,0,62,7,13,6,13,0,75,13,0,0,0,0,88,13,7.69625,0,0,0,0,82,13,8.15375,110
2020-10-10 00:00:00,,Bekasi,17,5,7,3,13,4,15,9,416,199,167,102,52,21,583,301,2,1,0,0,637,323,31.5467346938775,0,0,0,0,596,305,29.6014285714286,111
2020-10-10 00:00:00,,Bogor,6,0,8,2,34,19,5,2,378,247,255,174,53,23,633,421,3,0,0,0,689,444,42.445,0,0,0,0,667,440,43.3823333333333,112
2020-10-10 00:00:00,,Ciamis,1,0,6,0,0,0,1,0,14,6,3,0,8,0,17,6,0,0,0,0,25,6,8.572,0,0,0,0,17,6,8.572,113
2020-10-10 00:00:00,,Cianjur,0,0,20,0,1,1,1,1,88,41,18,7,22,2,106,48,0,0,0,0,128,50,37.636,0,0,0,0,107,49,39.602,114
2020-10-10 00:00:00,,Cirebon,5,0,3,1,5,0,7,7,79,43,78,41,20,8,157,84,0,0,0,0,177,92,38.0433333333333,0,0,0,0,162,84,38.8841666666667,115
2020-10-10 00:00:00,,Garut,8,5,0,0,0,0,0,0,54,25,7,1,8,5,61,26,0,0,0,0,69,31,11.31,0,0,0,0,61,26,11.0616666666667,116
2020-10-10 00:00:00,,Indramayu,0,0,7,0,2,1,4,2,39,22,8,4,13,3,47,26,0,0,0,0,60,29,16.5909090909091,0,0,0,0,49,27,15.4545454545455,117
2020-10-10 00:00:00,,Karawang,0,0,0,0,12,4,6,0,157,103,240,37,18,4,397,140,2,0,2,0,419,144,20.3995833333333,0,0,0,0,409,144,20.8629166666667,118
2020-10-10 00:00:00,,Kota Bandung,26,7,14,14,31,18,0,0,394,243,185,120,71,39,579,363,0,0,0,0,650,402,35.9482857142857,0,0,0,0,610,381,36.3191428571429,119
2020-10-10 00:00:00,,Kota Banjar,0,0,0,0,2,0,0,0,34,1,5,1,2,0,39,2,0,0,0,0,41,2,1.62666666666667,0,0,0,0,41,2,1.62666666666667,120
2020-10-10 00:00:00,,Kota Bekasi,13,5,33,3,44,18,44,33,239,149,630,486,134,59,869,635,6,3,6,1,1015,698,40.5097826086957,0,0,0,0,913,653,41.744347826087,121
2020-10-10 00:00:00,,Kota Bogor,3,3,0,0,11,7,2,1,197,115,148,66,16,11,345,181,0,0,0,0,361,192,36.99,0,0,0,0,356,188,36.7723809523809,122
2020-10-10 00:00:00,,Kota Cimahi,12,3,5,5,4,3,0,0,103,63,6,4,21,11,109,67,1,0,1,0,132,78,22.5242857142857,0,0,0,0,113,70,17.9242857142857,123
2020-10-10 00:00:00,,Kota Cirebon,2,1,0,0,6,0,0,0,69,40,70,46,8,1,139,86,0,0,0,0,147,87,30.9572727272727,0,0,0,0,145,86,32.0063636363636,124
2020-10-10 00:00:00,,Kota Depok,8,3,6,4,16,15,12,5,352,255,162,99,42,27,514,354,0,0,0,0,556,381,47.0154166666667,0,0,0,0,530,369,47.4683333333333,125
2020-10-10 00:00:00,,Kota Sukabumi,4,0,0,0,3,2,1,0,71,25,7,1,8,2,78,26,0,0,0,0,86,28,23.9583333333333,0,0,0,0,81,28,24.1133333333333,126
2020-10-10 00:00:00,,Kota Tasikmalaya,0,0,0,0,1,0,0,0,52,43,12,12,1,0,64,55,0,0,0,0,65,55,26.88,0,0,0,0,65,55,26.88,127
2020-10-10 00:00:00,,Kuningan,0,0,0,0,2,0,0,0,35,13,38,23,2,0,73,36,0,0,0,0,75,36,8.36363636363636,0,0,0,0,75,36,8.36363636363636,128
2020-10-10 00:00:00,,Majalengka,0,0,0,0,0,0,0,0,3,3,14,1,0,0,17,4,0,0,0,0,17,4,11.428,0,0,0,0,17,4,11.428,129
2020-10-10 00:00:00,,Pangandaran,0,0,0,0,6,0,3,0,10,0,0,0,9,0,10,0,0,0,0,0,19,0,0.0,0,0,0,0,16,0,0.0,130
2020-10-10 00:00:00,,Purwakarta,1,0,1,0,8,8,2,1,50,36,56,44,12,9,106,80,0,0,0,0,118,89,30.3290909090909,0,0,0,0,114,88,31.4863636363636,131
2020-10-10 00:00:00,,Subang,0,0,0,0,3,1,2,2,45,9,8,0,5,3,53,9,0,0,0,0,58,12,2.94125,0,0,0,0,56,10,2.55125,132
2020-10-10 00:00:00,,Sukabumi,2,0,3,1,5,4,0,0,63,26,73,39,10,5,136,65,5,1,0,0,151,71,40.5,0,0,0,0,141,69,41.27375,133
2020-10-10 00:00:00,,Sumedang,0,0,0,0,0,0,0,0,44,3,12,2,0,0,56,5,0,0,0,0,56,5,2.97666666666667,0,0,0,0,56,5,2.97666666666667,134
2020-10-10 00:00:00,,Tasikmalaya,0,0,0,0,1,0,0,0,4,0,15,9,1,0,19,9,0,0,0,0,20,9,22.5,0,0,0,0,20,9,22.5,135
2020-10-11 00:00:00,,Bandung,0,0,0,0,10,7,0,0,58,41,15,7,10,7,73,48,0,0,0,0,83,55,37.07,0,0,0,0,83,55,37.07,136
2020-10-11 00:00:00,,Bandung Barat,3,0,3,0,7,0,0,0,62,7,13,6,13,0,75,13,0,0,0,0,88,13,7.69625,0,0,0,0,82,13,8.15375,137
2020-10-11 00:00:00,,Bekasi,17,5,7,3,13,4,15,10,416,188,167,95,52,22,583,283,2,1,0,0,637,306,29.5428571428571,0,0,0,0,596,287,27.5387755102041,138
2020-10-11 00:00:00,,Bogor,6,0,8,2,34,21,5,2,378,244,255,165,53,25,633,409,3,0,0,0,689,434,41.9386666666667,0,0,0,0,667,430,42.876,139
2020-10-11 00:00:00,,Ciamis,1,0,6,0,0,0,1,0,14,6,3,0,8,0,17,6,0,0,0,0,25,6,8.572,0,0,0,0,17,6,8.572,140
2020-10-11 00:00:00,,Cianjur,0,0,20,6,1,1,1,1,88,42,18,7,22,8,106,49,0,0,0,0,128,57,39.342,0,0,0,0,107,50,39.926,141
2020-10-11 00:00:00,,Cirebon,5,0,3,1,5,0,7,7,79,46,78,38,20,8,157,84,0,0,0,0,177,92,37.5758333333333,0,0,0,0,162,84,37.8366666666667,142
2020-10-11 00:00:00,,Garut,8,5,0,0,0,0,0,0,54,25,7,1,8,5,61,26,0,0,0,0,69,31,11.31,0,0,0,0,61,26,11.0616666666667,143
